Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
파마리서치,214450,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,재생의약품,2015-07-24,12월,각자대표이사 강기석 각자대표이사 김신규,http://pharmaresearch.co.kr,강원도,214450,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=214450,,,,,"35.86,35.27,30.04,33.65,34.99",5,"16.71,18.18,16.95,15.33,14.33",10,,,0,675400000000,GR0,16.09,"21.72,18.09,17.72,21.22,16.09",2.12,"21.72,18.09,17.72,21.22,16.09,3.28,2.94,2.68,2.97,2.12",False
파미셀,005690,KOSPI,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품",1988-05-20,12월,김현수,http://www.pharmicell.com,서울특별시,005690,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005690,"13.24,-4.29,-10.46,47.66,-22.07",-16,"141.43,0.21,-117.27,935.81,-64.27",-7,"24.65,25.81,-4.98,28.18,12.92",3,"9.4,13.79,15.54,18.77,18.04",11,"53.75,51.11,46.61,38.7,36.9",-15,-24,755400000000,GR0,54.68,"198.71,106.9,82.25,54.23,54.68",8.77,"198.71,106.9,82.25,54.23,54.68,17.79,13.75,11.97,9.11,8.77",False
파버나인,177830,KOSDAQ,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",2014-08-04,12월,이제훈,http://www.pavonine.net,인천광역시,177830,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=177830,"5.82,-24.33,9.09,1.85,-11.0",-13,"-27.91,-122.9,380.17,154.31,-65.91",-3,"5.03,-1.52,3.91,9.77,3.74",10,"11.15,11.95,10.78,8.58,9.62",12,"92.5,89.47,91.71,92.14,83.7",-15,-9,58200000000,GR3,8.01,"12.54,8.48,9.22,12.17,8.01",0.67,"12.54,8.48,9.22,12.17,8.01,1.23,0.88,0.86,0.91,0.67",False
파세코,037070,KOSDAQ,가정용 기기 제조업,"창문형에어컨,석유스토브",2000-01-04,12월,유일한,http://www.paseco.co.kr,경기도,037070,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=037070,"171.42,28.51,-35.92,-49.01,95.2",3,"2541.54,1.25,14.02,-90.06,298.42",14,"11.2,8.82,15.69,3.06,6.24",13,"16.74,16.07,20.31,21.08,14.42",8,"80.04,65.22,39.97,48.39,77.28",-15,23,298000000000,GR2,25.46,"19.21,19.4,16.39,19.59,25.46",3.5,"19.21,19.4,16.39,19.59,25.46,3.04,2.95,3.08,3.82,3.5",False
파수,150900,KOSDAQ,소프트웨어 개발 및 공급업,기업용 문서보안 솔루션,2013-10-18,12월,조규곤,http://www.fasoo.com,서울특별시,150900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=150900,"24.96,14.03,114.83,-57.22,17.51",14,"6.96,133.4,1163.62,-103.17,329.45",19,"-21.8,6.39,37.56,-2.78,5.43",3,"12.85,29.53,18.44,26.28,37.47",7,"129.22,112.0,69.8,68.21,56.86",-5,38,128500000000,GR3,11.91,"44.6,18.23,35.19,20.79,11.91",3.63,"44.6,18.23,35.19,20.79,11.91,5.0,4.55,5.86,4.71,3.63",False
파워넷,037030,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,2018-06-07,12월,"김상우, 이돈주(각자대표)",http://www.gopowernet.com,서울특별시,037030,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=037030,"23.05,0.34,-0.57,4.64,1.22",5,"104.22,-89.97,234.12,-7.28,-80.04",-21,"5.21,0.52,1.75,1.55,0.31",15,"-0.74,-0.52,3.02,3.76,1.6",3,"108.05,101.72,86.43,88.79,103.38",0,2,71700000000,GR3,50.92,"-175.64,-220.5,38.91,29.33,50.92",0.79,"-175.64,-220.5,38.91,29.33,50.92,1.25,1.08,1.16,1.09,0.79",False
파이오링크,170790,KOSDAQ,통신 및 방송 장비 제조업,"ADC(서버부하 분산장치), 보안스위치, 웹방화벽",2013-08-01,12월,조영철,http://www.piolink.com,서울특별시,170790,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=170790,"12.94,39.38,34.05,-46.59,39.95",20,"71.03,135.14,28.27,-85.58,310.8",21,"14.91,25.16,24.08,6.5,19.08",9,"23.06,24.24,19.6,21.09,21.65",6,"36.82,32.02,35.33,32.52,32.73",-15,41,81900000000,GR3,5.79,"9.8,8.78,10.84,9.21,5.79",1.13,"9.8,8.78,10.84,9.21,5.79,1.91,1.8,1.9,1.73,1.13",False
파인디지털,038950,KOSDAQ,통신 및 방송 장비 제조업,"원격 RF 감시장치, 디지털 광 중계기, 노드분배기",2000-05-04,12월,김용훈,http://www.finedigital.com,경기도,038950,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=038950,"14.54,-4.03,-8.88,-15.58,17.22",-15,"-7.17,136.5,-166.57,-3.54,-5.74",-33,"3.18,7.83,-5.72,-7.02,-6.33",0,"6.32,2.63,2.72,0.7,-1.03",9,"13.77,13.29,14.68,13.32,14.31",-15,-54,53900000000,GR3,-53.83,"15.13,25.23,27.11,122.34,-53.83",0.45,"15.13,25.23,27.11,122.34,-53.83,0.74,0.53,0.59,0.69,0.45",False
파인테크닉스,106240,KOSDAQ,통신 및 방송 장비 제조업,"휴대폰부품, 소형LCD부품, LED조명기기",2009-03-16,12월,"김근우,이재규",http://www.finetechnix.com,경기도,106240,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=106240,"110.34,156.58,2.34,-49.75,-86.79",-15,"414.17,210.03,8.89,-57.6,-94.61",-15,"7.21,8.71,9.27,7.82,3.19",15,"12.16,24.14,53.0,53.1,47.85",6,"138.93,140.81,109.95,87.3,114.32",5,-4,470000000000,GR1,9.3,"42.75,23.14,11.95,11.01,9.3",3.54,"42.75,23.14,11.95,11.01,9.3,4.6,4.69,4.67,4.41,3.54",False
파크시스템스,140860,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경,2015-12-17,12월,박상일,http://www.parkafm.co.kr,경기도,140860,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=140860,"-17.9,73.76,67.21,-50.65,-7.21",-15,"-172.11,588.96,160.25,-95.22,-77.16",-15,"-7.86,22.12,34.43,3.33,0.82",6,"-0.58,9.79,12.69,22.05,23.47",4,"112.7,90.21,48.56,33.33,34.78",-10,-30,661800000000,GR0,38.75,"-3118.4,135.39,112.91,57.13,38.75",6.89,"-3118.4,135.39,112.91,57.13,38.75,18.17,12.64,11.66,9.61,6.89",False
파트론,091700,KOSDAQ,전자부품 제조업,"카메라모듈, 안테나, 센서류 등",2006-12-13,12월,"김종구, 김종태",http://www.partron.co.kr,경기도,091700,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=091700,"-10.12,21.56,-12.7,13.41,-21.07",-13,"-7.19,80.75,-17.26,-4.95,-61.32",-33,"4.89,7.27,6.89,5.78,2.83",15,"12.45,16.48,17.93,17.06,16.02",10,"49.26,49.49,41.51,50.83,35.88",-15,-36,505500000000,GR1,7.13,"12.68,7.88,9.97,8.62,7.13",1.0,"12.68,7.88,9.97,8.62,7.13,1.44,1.14,1.63,1.32,1.0",False
팜스빌,318010,KOSDAQ,기타 식품 제조업,다이어트 제품 및 건강기능 관련 제품,2019-10-22,12월,이병욱,http://www.pharmsville.com,서울특별시,318010,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=318010,"12.81,7.3,-24.36,-27.22,-11.36",-32,"187.66,56.26,51.28,-90.05,268.83",21,"10.63,15.47,30.95,4.23,17.61",10,"3.92,5.12,7.82,8.71,8.54",15,"24.5,24.88,24.78,25.3,28.31",-15,-1,128800000000,GR3,23.73,"36.63,29.22,24.57,21.73,23.73",1.95,"36.63,29.22,24.57,21.73,23.73,1.42,1.46,1.85,1.82,1.95",False
팜젠사이언스,004720,KOSPI,의약품 제조업,의약품 외,1990-06-15,12월,김혜연 박희덕(각자),http://www.pharmgenscience.com,경기도,004720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004720,"8.39,4.88,19.15,25.95,-15.18",6,"-277.87,116.45,-13.54,330.57,-66.01",-9,"-20.21,3.17,2.3,7.86,3.15",10,"28.07,27.25,30.85,45.95,55.94",5,"90.04,87.92,73.58,69.15,52.89",-15,-3,118000000000,GR3,1.18,"7.06,8.03,4.77,2.08,1.18",0.5,"7.06,8.03,4.77,2.08,1.18,1.67,1.87,1.26,0.78,0.5",False
팬스타엔터프라이즈,054300,KOSDAQ,일반 목적용 기계 제조업,자동차 정비용 리프트,2002-01-10,12월,"김현겸, 최영학 각자대표",http://www.heshbon.com,부산광역시,054300,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=054300,"41.02,27.54,1.92,-12.78,42.47",15,"-14.93,375.64,38.6,-68.63,-69.14",-15,"-1.79,3.88,5.27,1.9,0.41",10,"-9.56,-2.15,5.44,6.3,5.47",3,"88.45,89.94,75.45,81.31,82.33",-15,-2,43800000000,GR3,17.55,"-14.01,-59.79,21.62,19.59,17.55",0.89,"-14.01,-59.79,21.62,19.59,17.55,1.41,1.31,1.12,1.14,0.89",False
팬엔터테인먼트,068050,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상물,음반",2006-07-07,12월,박영석,http://www.thepan.co.kr,서울특별시,068050,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=068050,"213.76,-10.4,-72.31,-31.79,-18.33",-39,"-10.12,-95.14,42.39,209.81,-122.08",-3,"4.24,0.23,1.18,5.38,-1.45",10,"7.51,5.52,5.23,4.47,3.15",15,"73.68,55.95,53.27,53.12,54.26",-15,-32,100600000000,GR3,38.38,"40.02,45.23,38.67,44.57,38.38",1.19,"40.02,45.23,38.67,44.57,38.38,2.47,2.07,1.94,1.92,1.19",False
팬오션,028670,KOSPI,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21,12월,"김홍국, 안중호(각자 대표이사)",http://www.panocean.com,서울특별시,028670,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=028670,"66.19,17.54,11.28,-2.51,19.52",11,"129.11,70.77,15.36,-23.38,41.23",18,"9.92,14.4,14.93,11.74,13.87",11,"5.72,9.72,17.16,19.5,21.62",11,"80.91,80.2,80.4,84.7,79.85",-15,36,2694200000000,GR0,4.01,"26.21,12.97,5.26,5.68,4.01",0.74,"26.21,12.97,5.26,5.68,4.01,1.5,1.2,0.8,0.99,0.74",False
펄어비스,263750,KOSDAQ,소프트웨어 개발 및 공급업,온라인게임 개발 서비스(검은사막),2017-09-14,12월,허진영,http://www.pearlabyss.com,경기도,263750,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=263750,"-12.26,8.9,22.38,-22.5,2.84",1,"-145.77,270.81,151.04,-79.83,-181.31",-15,"-6.76,10.61,21.76,5.66,-4.48",2,"7.77,7.29,8.76,6.37,10.09",14,"49.48,71.74,88.68,78.27,70.26",-15,-13,3545800000000,GR0,45.72,"94.99,103.11,154.13,148.02,45.72",4.0,"94.99,103.11,154.13,148.02,45.72,6.84,6.87,11.76,8.34,4.0",False
펌텍코리아,251970,KOSDAQ,플라스틱제품 제조업,화장품 용기,2019-07-04,12월,"이재신, 이도훈",http://www.pum-tech.co.kr,인천광역시,251970,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=251970,"0.73,-3.98,4.43,3.6,6.18",7,"-6.13,-26.54,1.95,11.77,22.98",17,"13.1,10.03,9.79,10.56,12.23",11,"10.81,10.91,9.56,8.77,9.41",13,"27.93,25.6,27.55,29.33,25.91",-15,33,212000000000,GR2,10.39,"15.36,15.32,11.82,13.9,10.39",0.92,"15.36,15.32,11.82,13.9,10.39,1.55,1.56,1.06,1.15,0.92",False
포메탈,119500,KOSDAQ,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품",2010-09-17,12월,오호석,http://www.formetal.co.kr,충청남도,119500,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=119500,"13.76,-8.27,15.73,-3.1,4.87",-5,"66.28,-19.46,13.63,96.63,-58.36",0,"3.94,3.46,3.4,6.9,2.74",15,"3.0,3.97,4.34,5.85,4.98",15,"47.48,41.03,37.1,42.61,41.53",-15,10,64400000000,GR3,22.64,"44.99,28.77,27.38,31.59,22.64",1.11,"44.99,28.77,27.38,31.59,22.64,1.34,1.13,1.17,1.81,1.11",False
포스코스틸리온,058430,KOSPI,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,윤양수,http://www.poscocnc.com,경상북도,058430,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=058430,"34.7,14.39,-6.79,-7.25,12.14",-4,"200.09,29.61,-46.94,-8.11,-6.58",-27,"12.65,14.33,8.16,8.08,6.73",13,"21.09,33.5,37.59,39.52,30.29",5,"109.29,102.67,81.88,86.98,83.47",-5,-18,220200000000,GR2,2.11,"9.19,4.18,3.22,2.82,2.11",0.56,"9.19,4.18,3.22,2.82,2.11,1.76,1.2,1.03,0.94,0.56",False
포스코엠텍,009520,KOSDAQ,1차 철강 제조업,철강포장용역 및 Al탈산제 생산,1997-11-10,12월,이희근,http://www.poscomtech.com,경상북도,009520,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=009520,"3.08,19.78,7.94,-1.8,0.43",1,"7.28,78.33,5.47,0.68,-18.5",-1,"4.03,6.0,5.86,6.01,4.88",15,"8.49,10.13,13.0,14.76,15.65",11,"39.75,47.51,49.51,44.06,36.13",-15,11,299800000000,GR2,13.5,"46.6,32.2,24.93,21.3,13.5",1.97,"46.6,32.2,24.93,21.3,13.5,3.84,3.14,3.11,2.99,1.97",False
포스코케미칼,003670,KOSPI,"내화, 비내화 요업제품 제조업","내화물, 생석회, 음극재 및 양극재",2019-05-29,12월,민경준,http://www.poscochemical.com/,경상북도,003670,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=003670,"2.73,5.2,6.41,23.68,20.86",33,"4.33,-11.62,-34.99,24.84,116.18",13,"7.42,6.23,3.81,3.84,6.88",15,"5.84,7.79,7.92,5.55,5.75",15,"47.76,56.22,60.86,61.2,77.63",-15,61,12936300000000,GR0,60.46,"104.02,98.83,81.69,71.57,60.46",3.38,"104.02,98.83,81.69,71.57,60.46,4.8,5.79,4.67,3.88,3.38",False
포시에스,189690,KOSDAQ,소프트웨어 개발 및 공급업,기업용 리포팅 소프트웨어 솔루션(OZ-Report 등),2015-02-11,06월,"박미경, 이희상",http://www.forcs.com,서울특별시,189690,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=189690,"-48.02,59.41,-22.54,100.13,-51.74",-9,"-100.32,23813.52,-83.15,1208.77,-105.62",-9,"-0.21,30.44,6.62,43.31,-5.04",1,"8.24,7.41,8.52,10.42,10.15",13,"3.13,4.52,5.13,6.44,5.52",-15,-19,64100000000,GR3,12.16,"13.81,19.23,13.79,11.72,12.16",1.16,"13.81,19.23,13.79,11.72,12.16,1.07,1.35,1.11,1.15,1.16",False
포인트엔지니어링,256630,KOSDAQ,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품,2017-05-02,12월,안범모,http://www.pointeng.co.kr,충청남도,256630,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=256630,"12.57,-12.11,-12.5,-0.43,29.99",-10,"27.56,-83.17,-105.43,4113.06,216.13",15,"12.24,2.34,-0.14,5.86,14.25",8,"9.01,7.21,5.23,4.53,5.29",15,"33.11,32.29,30.32,38.02,35.0",-15,13,143600000000,GR3,34.28,"33.43,39.73,46.94,50.73,34.28",1.76,"33.43,39.73,46.94,50.73,34.28,2.91,2.79,2.42,2.26,1.76",False
폴라리스세원,234100,KOSDAQ,자동차 신품 부품 제조업,자동차 공조장치 부품,2017-10-20,12월,조현우,http://www.polaris-sewon.com,경기도,234100,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=234100,"-17.52,94.91,26.85,20.64,10.46",34,"-357.58,150.93,-737.93,261.74,31.1",21,"-3.83,1.0,-5.03,6.74,8.0",5,"21.83,18.37,10.61,1.4,4.7",11,"54.27,51.13,49.75,51.02,48.25",-15,56,108900000000,GR3,20.08,"12.52,15.46,18.98,118.83,20.08",0.89,"12.52,15.46,18.98,118.83,20.08,2.4,2.44,1.7,1.6,0.89",False
폴라리스오피스,041020,KOSDAQ,소프트웨어 개발 및 공급업,시스템 소프트웨어,2005-10-28,12월,지준경,http://www.polarisofficecorp.com,서울특별시,041020,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=041020,"14.7,-8.77,5.56,7.51,-15.02",-12,"702.76,-50.09,13.32,-13.55,-4.58",-24,"20.22,11.06,11.88,9.55,10.72",10,"6.64,0.4,-0.58,3.37,23.65",7,"43.94,37.28,32.14,38.12,20.62",-15,-34,65000000000,GR3,4.75,"35.98,640.93,-466.5,60.5,4.75",0.98,"35.98,640.93,-466.5,60.5,4.75,2.13,2.57,2.56,1.91,0.98",False
폴라리스우노,114630,KOSDAQ,화학섬유 제조업,"PVC가발사, 난연고열사",2010-01-15,12월,최용성,http://www.unon.co.kr,전라북도,114630,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=114630,"-19.3,0.93,52.2,8.67,6.54",17,"-16.42,-56.54,25.74,85.29,4.72",17,"13.13,5.65,4.67,7.96,7.83",14,"4.44,3.89,6.22,3.88,8.0",15,"45.6,48.54,50.02,54.75,53.37",-15,48,28400000000,GR3,8.7,"23.98,21.75,13.64,20.34,8.7",0.64,"23.98,21.75,13.64,20.34,8.7,1.0,0.8,0.81,0.75,0.64",False
푸드나무,290720,KOSDAQ,무점포 소매업,,2018-10-04,12월,김영문,http://www.foodnamoo.com,서울특별시,290720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=290720,"39.79,4.54,-2.91,1.98,6.14",5,"372.94,2.49,-221.82,133.13,-94.21",-7,"2.99,2.93,-3.67,1.19,0.07",10,"8.13,5.76,0.47,0.22,-1.24",9,"36.28,29.35,28.66,86.47,98.16",-15,2,151000000000,GR3,-212.02,"41.58,85.31,829.67,1583.32,-212.02",2.64,"41.58,85.31,829.67,1583.32,-212.02,3.27,4.81,3.91,3.54,2.64",False
푸드웰,005670,KOSDAQ,"과실, 채소 가공 및 저장 처리업","깐밤, 통조림류, 딸기시럽류, 음료제품 등",1993-12-07,12월,"성기준, 성민겸",http://www.foodwell.com,대구광역시,005670,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005670,"-5.35,16.2,18.15,-2.16,-2.04",-20,"-31.92,7.12,47.55,-14.07,23.68",11,"3.68,3.4,4.24,3.72,4.7",15,"6.99,7.33,7.06,5.34,5.52",15,"61.39,61.64,58.34,65.5,68.66",-15,6,63700000000,GR3,12.97,"15.56,13.08,11.87,15.99,12.97",0.66,"15.56,13.08,11.87,15.99,12.97,1.02,0.89,0.78,0.8,0.66",False
푸른기술,094940,KOSDAQ,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템",2007-09-14,12월,함현철,http://www.puloon.co.kr,서울특별시,094940,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=094940,"23.5,2.36,57.11,-13.28,-9.83",-13,"-558.45,157.11,27.93,-85.44,337.16",15,"-7.57,4.23,3.44,0.58,2.8",10,"5.42,5.8,5.14,3.72,1.42",15,"34.84,45.43,33.83,39.13,29.43",-15,12,77600000000,GR3,149.07,"71.35,59.24,50.46,77.63,149.07",1.93,"71.35,59.24,50.46,77.63,149.07,3.45,3.04,2.31,2.59,1.93",False
풀무원,017810,KOSPI,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05,12월,이효율,http://www.pulmuone.co.kr,충청북도,017810,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=017810,"9.38,4.16,-3.0,1.39,8.5",3,"25.42,111.45,-87.7,153.87,157.7",27,"1.45,2.95,0.37,0.94,2.23",15,"4.12,4.43,2.91,1.11,1.96",15,"244.74,225.52,233.91,237.76,232.02",5,65,516500000000,GR1,56.33,"48.33,37.26,54.6,139.92,56.33",1.03,"48.33,37.26,54.6,139.92,56.33,1.84,1.45,1.51,1.48,1.03",False
풍강,093380,KOSDAQ,기타 금속 가공제품 제조업,자동차용너트류,2007-06-01,08월,김진용,http://www.pungkang.co.kr,경기도,093380,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=093380,"6.73,-8.32,3.3,11.22,5.41",11,"-13.99,-45.65,-23.92,143.72,28.68",9,"6.03,3.58,2.63,5.77,7.05",15,"6.71,7.02,4.82,6.17,6.57",15,"36.59,36.09,40.24,39.08,36.98",-15,35,39800000000,GR3,10.49,"11.47,11.29,12.62,10.02,10.49",0.65,"11.47,11.29,12.62,10.02,10.49,0.72,0.74,0.58,0.59,0.65",False
풍국주정,023900,KOSDAQ,알코올음료 제조업,발효주정,1994-11-23,12월,"이한용, 김규호(각자 대표이사)",http://www.pungguk.com,대구광역시,023900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=023900,"1.55,-3.94,18.22,3.72,-0.98",-10,"-47.84,4.65,-61.28,87.68,-42.29",-13,"5.3,5.77,1.89,3.42,1.99",15,"6.68,5.33,5.0,4.0,3.16",15,"18.1,18.72,17.82,18.04,17.1",-15,-8,190200000000,GR3,42.29,"26.69,28.29,27.11,38.9,42.29",1.33,"26.69,28.29,27.11,38.9,42.29,1.73,1.48,1.34,1.54,1.33",False
풍산,103140,KOSPI,1차 비철금속 제조업,,2008-07-30,12월,"류진, 박우동",http://www.poongsan.co.kr,경기도,103140,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=103140,"27.34,-4.18,10.31,7.67,10.45",17,"70.57,-24.11,-20.32,7.57,29.38",7,"11.53,9.13,6.6,6.59,7.72",14,"13.14,14.55,15.56,15.25,13.73",10,"84.68,85.31,86.77,95.07,100.07",-10,38,856100000000,GR0,3.05,"5.53,4.22,3.59,3.86,3.05",0.38,"5.53,4.22,3.59,3.86,3.05,0.69,0.57,0.52,0.54,0.38",False
풍산홀딩스,005810,KOSPI,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28,12월,"류진, 박우동",http://www.poongsan.co.kr,인천광역시,005810,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005810,"47.3,-46.07,5.29,-11.95,22.6",3,"184.86,-29.06,-17.06,-10.49,76.98",-9,"20.88,27.46,21.63,21.99,31.75",5,"18.23,19.69,21.53,22.98,11.57",8,"22.28,18.06,17.37,18.67,17.41",-15,-8,297100000000,GR2,2.6,"2.2,2.1,1.71,1.68,2.6",0.26,"2.2,2.1,1.71,1.68,2.6,0.33,0.34,0.31,0.32,0.26",False
프럼파스트,035200,KOSDAQ,플라스틱제품 제조업,주택건설용 플라스틱 배관,2002-01-15,12월,원재희,http://www.plumbfast.co.kr,대전광역시,035200,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=035200,"0.56,-15.78,30.21,-8.76,5.21",-3,"38.92,-35.04,52.42,-38.37,20.65",9,"9.25,7.13,8.35,5.64,6.47",15,"4.86,5.58,5.98,5.75,5.22",15,"11.11,7.4,12.25,11.93,9.06",-15,21,41300000000,GR3,19.73,"55.65,34.68,29.24,31.51,19.73",0.87,"55.65,34.68,29.24,31.51,19.73,2.33,1.66,1.5,1.54,0.87",False
프로텍,053610,KOSDAQ,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더",2001-08-17,12월,최승환,http://www.protec21.co.kr,경기도,053610,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053610,"87.95,-36.52,1.61,5.54,36.4",19,"87.38,-54.37,26.18,9.66,46.84",25,"31.7,22.79,28.3,29.4,31.65",5,"16.99,19.03,20.66,20.03,19.34",8,"16.0,14.73,13.77,15.52,14.45",-15,42,260100000000,GR2,5.12,"8.15,6.87,6.26,7.05,5.12",0.79,"8.15,6.87,6.26,7.05,5.12,1.14,1.07,1.05,1.15,0.79",False
프리엠스,053160,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기",2001-10-30,12월,박흥식,http://www.freems.co.kr,경기도,053160,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=053160,"20.34,-12.5,26.41,-12.12,23.5",9,"42.64,-112.45,-34.73,-147.47,225.2",-9,"8.65,-1.23,-1.31,-3.69,3.74",0,"2.8,2.58,2.3,1.4,1.25",15,"12.11,12.25,12.35,11.6,12.53",-15,0,49200000000,GR3,77.76,"105.34,73.36,95.94,68.36,77.76",0.87,"105.34,73.36,95.94,68.36,77.76,2.32,1.5,1.84,0.87,0.87",False
플랜티넷,075130,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스,2005-06-10,12월,김태주 (단독 대표이사),http://www.plantynet.com,경기도,075130,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=075130,"1.29,-8.67,16.22,10.41,-14.7",-6,"75.59,-393.57,373.18,-7.33,-72.22",-21,"1.21,-3.89,9.15,7.68,2.5",10,"3.33,3.12,8.86,6.93,6.44",15,"13.07,14.07,15.25,20.25,18.17",-15,-17,44800000000,GR3,9.75,"56.07,46.32,13.37,17.52,9.75",0.56,"56.07,46.32,13.37,17.52,9.75,1.7,1.32,1.05,1.09,0.56",False
플레이디,237820,KOSDAQ,광고업,온라인 광고 대행,2020-03-12,12월,이준용,http://www.playd.com,경기도,237820,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=237820,"15.72,-14.37,21.97,0.25,18.14",19,"153.86,-46.17,139.89,6.04,54.04",25,"11.24,7.07,13.9,14.71,19.17",11,"3.15,3.61,4.1,4.8,6.36",15,"67.12,62.19,91.48,83.65,97.76",-15,55,71400000000,GR3,13.87,"57.85,38.97,33.41,28.7,13.87",0.85,"57.85,38.97,33.41,28.7,13.87,1.81,1.39,1.34,1.34,0.85",False
피씨디렉트,051380,KOSDAQ,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",2002-02-15,12월,서대식,http://www.pcdirect.co.kr,서울특별시,051380,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=051380,"-8.81,2.39,17.13,-7.76,-19.91",-22,"5.65,-4.28,59.18,-55.72,-156.63",-23,"5.03,4.7,6.39,3.07,-2.17",10,"23.11,24.11,27.48,26.15,10.98",6,"83.97,88.58,78.63,111.07,98.36",-10,-39,83900000000,GR3,21.07,"9.43,10.18,12.62,11.32,21.07",2.3,"9.43,10.18,12.62,11.32,21.07,1.97,2.22,3.08,2.74,2.3",False
