Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
피앤씨테크,237750,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치,2016-07-04,12월,윤남선,http://www.pnctech.co.kr,경기도,237750,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=237750,"85.37,-29.37,-11.34,-38.6,84.11",-9,"165.76,-47.56,-162.61,76.44,1193.02",15,"16.58,12.31,-8.69,-3.33,19.8",2,"2.87,4.48,5.41,3.95,4.36",15,"15.85,13.25,12.57,13.76,13.02",-15,8,40200000000,GR3,14.91,"29.74,17.78,13.26,18.77,14.91",0.64,"29.74,17.78,13.26,18.77,14.91,0.84,0.78,0.7,0.73,0.64",False
피에스케이,319660,KOSDAQ,특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",2019-05-10,12월,이경일,http://www.pskinc.com,경기도,319660,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=319660,"31.73,-19.83,22.66,-23.97,42.38",9,"27.35,-24.9,-42.29,41.86,38.73",15,"25.19,23.59,11.1,20.71,20.18",6,"20.1,26.06,30.3,26.86,23.89",5,"25.79,28.83,42.96,43.19,38.47",-15,20,485100000000,GR1,7.98,"13.88,8.39,10.16,10.45,7.98",1.71,"13.88,8.39,10.16,10.45,7.98,2.49,1.9,2.67,2.49,1.71",False
피에스케이홀딩스,031980,KOSDAQ,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,12월,박경수,http://www.pskholding.com,경기도,031980,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=031980,"85.17,11.95,64.46,-64.95,28.15",19,"543.71,69.9,93.7,-91.38,202.8",21,"21.64,32.85,38.69,9.51,22.48",7,"17.35,17.42,20.76,18.64,12.04",9,"18.39,21.35,21.59,26.94,22.35",-15,41,181300000000,GR3,6.59,"7.79,6.48,8.28,7.57,6.59",0.73,"7.79,6.48,8.28,7.57,6.59,1.18,0.99,1.47,1.23,0.73",False
피에스텍,002230,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",자동차부품,1991-01-04,12월,황재용,http://www.pstec.co.kr,서울특별시,002230,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002230,"49.57,-6.56,20.77,-24.92,32.08",9,"506.59,-54.12,35.11,23.3,7.54",23,"4.56,2.24,2.51,4.12,3.35",15,"4.84,6.65,4.59,3.71,1.04",15,"15.27,17.53,16.19,18.78,17.75",-15,47,77400000000,GR3,57.6,"17.23,10.6,15.84,18.14,57.6",0.53,"17.23,10.6,15.84,18.14,57.6,0.74,0.62,0.64,0.59,0.53",False
피에이치에이,043370,KOSDAQ,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지",2001-12-13,12월,허승현,http://www.phauto.co.kr,대구광역시,043370,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=043370,"-4.19,-10.44,10.42,-0.64,2.97",-10,"-0.5,-147.12,-54.31,100.15,78365.06",9,"3.46,-1.82,-2.54,0.0,2.88",0,"7.82,7.12,6.1,4.83,3.05",15,"48.98,47.4,48.21,44.13,40.73",-15,-1,142800000000,GR3,8.07,"5.54,5.47,5.64,6.30,8.07",0.23,"5.54,5.47,5.64,6.30,8.07,0.41,0.36,0.32,0.29,0.23",False
피엔케이피부임상연구센타,347740,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",피부인체적용시험,2020-09-09,12월,"박진오, 이해광(각자대표)",http://www.pnkskin.com,서울특별시,347740,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=347740,"25.92,-24.17,20.8,-18.91,11.41",4,"7.81,-49.38,63.85,-27.47,6.56",-3,"39.27,26.22,35.56,31.81,30.42",5,"15.5,11.23,12.29,11.04,9.67",11,"6.2,5.21,6.39,7.94,5.15",-15,2,124600000000,GR3,17.12,"24.97,25.05,18.88,23.37,17.12",1.58,"24.97,25.05,18.88,23.37,17.12,2.92,2.63,2.16,2.43,1.58",False
피제이메탈,128660,KOSDAQ,1차 비철금속 제조업,"탈산제, 조재제",2010-12-13,12월,원경연,,서울특별시,128660,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=128660,"32.28,15.9,30.89,-14.97,11.31",14,"46.95,27.55,13.69,-0.38,-59.2",-12,"10.29,11.33,9.84,11.53,4.22",12,"26.74,31.26,36.24,42.0,32.77",5,"63.48,77.58,43.56,79.62,76.26",-15,4,103400000000,GR3,5.44,"8.76,9.06,7.19,6.48,5.44",1.58,"8.76,9.06,7.19,6.48,5.44,2.12,2.51,2.25,2.31,1.58",False
피제이전자,006140,KOSDAQ,의료용 기기 제조업,EMS Business(의료용기기제조외),1993-12-07,12월,이응구,http://www.pjems.co.kr,경기도,006140,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=006140,"6.71,2.66,0.98,21.99,-4.69",3,"88.58,24.4,-23.02,35.17,-53.38",-3,"6.11,7.4,5.64,6.25,3.06",15,"6.7,7.74,7.3,7.62,7.47",15,"44.15,52.08,47.52,56.35,49.76",-15,15,107800000000,GR3,10.61,"29.73,15.71,14.4,14.76,10.61",0.76,"29.73,15.71,14.4,14.76,10.61,1.93,1.17,1.01,1.08,0.76",False
픽셀플러스,087600,KOSDAQ,전자부품 제조업,CMOS 이미지센서 및 칩셋,2015-06-12,12월,이서규,http://www.pixelplus.com,경기도,087600,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=087600,"23.88,15.68,19.7,1.0,6.3",22,"167.99,80.75,36.92,-59.65,-22.05",-9,"7.56,11.8,13.5,5.39,3.96",13,"2.55,3.99,4.55,6.18,7.7",15,"10.6,11.84,9.84,11.0,13.67",-15,26,65400000000,GR3,9.64,"30.7,20.85,26.49,17.08,9.64",0.56,"30.7,20.85,26.49,17.08,9.64,0.6,0.64,0.92,0.8,0.56",False
필옵틱스,161580,KOSDAQ,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작,2017-06-01,12월,한기수,http://www.philoptics.com/,경기도,161580,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=161580,"33.98,41.42,-2.06,-14.56,53.06",3,"78.08,-41.3,81.13,598.11,301.31",33,"-2.86,-2.86,-0.55,3.21,8.43",0,"-3.21,-4.54,-4.62,-9.51,-1.34",-15,"161.11,168.46,181.32,208.94,165.5",5,26,196100000000,GR3,-114.36,"-82.33,-54.69,-50.45,-22.24,-114.36",1.55,"-82.33,-54.69,-50.45,-22.24,-114.36,2.37,2.16,2.29,2.18,1.55",False
핌스,347770,KOSDAQ,전자부품 제조업,OLED Metal Mask,2020-09-18,12월,김민용,http://pimskorea.com,인천광역시,347770,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=347770,"57.31,21.27,-19.65,-12.88,51.67",3,"307.27,38.34,-103.49,-1704.44,165.4",3,"16.07,18.33,-0.8,-16.5,7.12",3,"12.27,10.24,14.01,9.01,7.18",12,"54.7,54.22,50.77,55.38,66.97",-15,6,106800000000,GR3,25.93,"30.93,31.67,29.49,40.23,25.93",1.81,"30.93,31.67,29.49,40.23,25.93,2.77,3.1,3.85,3.46,1.81",False
하나금융14호스팩,332710,KOSDAQ,금융 지원 서비스업,기업인수합병,2019-11-01,12월,홍지헌,,서울특별시,332710,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=332710,"nan,nan,nan,nan,nan",-45,"-17.22,39.09,8.29,-728.64,-9.86",-21,"nan,nan,nan,nan,nan",-10,"0.23,0.07,-0.12,-0.4,-0.67",-3,"14.03,13.98,14.04,14.08,14.78",-15,-94,8900000000,GR3,-170.93,"486.66,1509.98,-994.44,-281.00,-170.93",1.15,"486.66,1509.98,-994.44,-281.00,-170.93,1.12,1.13,1.16,1.13,1.15",False
하나금융15호스팩,341160,KOSDAQ,금융 지원 서비스업,기업인수합병,2020-01-30,12월,김철우,,서울특별시,341160,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=341160,"nan,nan,nan,nan,nan",-45,"68.64,0.01,82.25,-5311.15,-24.77",-13,"nan,nan,nan,nan,nan",-10,"0.4,0.12,0.04,-0.03,-0.19",3,"16.76,16.9,16.77,17.14,17.3",-15,-80,11100000000,GR3,-631.83,"272.59,955.91,2742.57,-3978.25,-631.83",1.19,"272.59,955.91,2742.57,-3978.25,-631.83,1.10,1.12,1.09,1.10,1.19",False
하나마이크론,067310,KOSDAQ,반도체 제조업,"반도체패키징,IOT",2005-10-11,12월,이동철,http://www.hanamicron.co.kr,충청남도,067310,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=067310,"7.44,14.26,11.16,10.15,12.32",29,"11.88,26.55,16.17,1.83,6.38",23,"14.68,16.25,16.99,15.7,14.87",10,"-3.14,2.84,11.49,18.43,15.44",6,"188.78,180.33,138.61,143.46,146.88",8,76,611000000000,GR0,16.13,"-102.35,119.48,35.79,19.72,16.13",2.11,"-102.35,119.48,35.79,19.72,16.13,3.09,3.11,3.77,3.19,2.11",False
하나머티리얼즈,166090,KOSDAQ,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스",2017-04-28,12월,오경석,http://hanamts.com,충청남도,166090,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=166090,"15.38,14.01,9.19,1.26,0.53",18,"19.81,19.11,12.5,-3.3,1.4",5,"29.55,30.88,31.81,30.38,30.64",5,"26.25,28.68,29.96,31.61,30.97",5,"79.83,75.19,72.65,68.77,69.9",-15,18,737700000000,GR0,12.33,"18.31,16.55,18.54,15.04,12.33",3.4,"18.31,16.55,18.54,15.04,12.33,4.1,4.1,4.77,4.1,3.4",False
하나제약,293480,KOSPI,의약품 제조업,완제의약품,2018-10-02,12월,이윤하,http://www.hanaph.co.kr,경기도,293480,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=293480,"9.11,2.42,7.85,-5.41,0.73",-1,"87.08,-22.68,39.52,-29.82,-8.66",-21,"21.9,16.53,21.39,15.87,14.39",8,"7.48,7.0,11.57,12.42,10.89",12,"18.61,16.36,20.48,34.73,29.57",-15,-17,293200000000,GR2,12.0,"22.9,23.47,12.78,11.6,12.0",1.23,"22.9,23.47,12.78,11.6,12.0,1.62,1.56,1.38,1.34,1.23",False
하림,136480,KOSDAQ,"도축, 육류 가공 및 저장 처리업","육계, 육계가공식품",2011-05-02,12월,"김홍국, 정호석(각자대표)",,전라북도,136480,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=136480,"1.55,27.18,-16.07,9.22,16.47",12,"2.64,113.08,-125.32,411.18,19.5",20,"3.48,5.83,-1.76,5.01,5.14",10,"13.19,12.18,4.59,-9.79,-3.72",1,"168.27,182.18,182.32,242.22,236.71",5,48,307400000000,GR2,-29.29,"9.7,8.87,22.28,-12.67,-29.29",1.11,"9.7,8.87,22.28,-12.67,-29.29,1.2,1.02,1.0,1.31,1.11",False
하림지주,003380,KOSDAQ,기타 금융업,지주사업,2017-06-30,12월,김홍국,http://www.harimholdings.co.kr,전라북도,003380,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=003380,"26.01,14.08,8.32,-0.57,14.34",8,"57.5,49.83,-16.25,8.78,35.59",19,"6.55,8.6,6.65,7.27,8.62",15,"8.08,12.53,16.39,14.87,14.98",11,"176.64,174.04,172.22,178.27,177.94",5,58,913900000000,GR0,2.51,"6.52,3.65,2.8,3.23,2.51",0.32,"6.52,3.65,2.8,3.23,2.51,0.43,0.35,0.34,0.43,0.32",False
하이로닉,149980,KOSDAQ,의료용 기기 제조업,피부미용 의료기기,2014-12-17,12월,박석광,http://www.hironic.com,경기도,149980,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=149980,"53.6,32.61,17.19,-21.25,24.89",18,"190.28,157.6,27.63,-44.06,-39.53",-9,"13.36,25.96,28.27,20.09,9.72",8,"10.15,12.88,13.89,16.37,14.94",10,"8.48,9.15,13.74,15.36,13.3",-15,12,99800000000,GR3,13.18,"22.04,13.58,16.96,18.03,13.18",1.49,"22.04,13.58,16.96,18.03,13.18,1.89,1.46,1.8,2.22,1.49",False
하이록코리아,013030,KOSDAQ,1차 철강 제조업,관이음쇠,1989-12-15,12월,"문휴건, 문창환 각자대표이사",http://www.hy-lok.com,부산광역시,013030,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=013030,"2.54,-8.15,1.95,-4.51,49.34",1,"17.12,47.43,-40.3,32.49,98.1",26,"11.73,18.83,11.03,15.3,20.3",9,"1.62,3.17,5.77,5.98,7.72",15,"9.43,9.28,9.11,10.38,8.8",-15,36,339600000000,GR2,9.54,"44.72,22.82,11.71,12.13,9.54",0.67,"44.72,22.82,11.71,12.13,9.54,0.69,0.69,0.62,0.67,0.67",False
하이비젼시스템,126700,KOSDAQ,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비,2010-09-10,12월,최 두 원,http://www.hyvision.co.kr,경기도,126700,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=126700,"492.65,16.7,-37.44,-67.32,46.0",1,"989.28,-23.51,-63.89,-153.81,142.94",-9,"25.33,16.6,9.58,-15.78,4.64",7,"20.24,26.17,27.72,24.56,14.19",6,"69.74,44.66,30.56,33.13,32.1",-15,-10,268900000000,GR2,9.53,"9.32,6.03,8.22,7.78,9.53",1.14,"9.32,6.03,8.22,7.78,9.53,1.58,1.28,1.83,1.53,1.14",False
하이스틸,071090,KOSPI,1차 철강 제조업,"강관 제조,도매",2003-02-17,12월,엄정근,http://www.histeel.co.kr,충청남도,071090,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=071090,"59.32,-23.78,35.18,13.32,-19.57",-1,"279.56,-68.33,-147.49,605.47,-69.05",-15,"15.48,6.43,-2.26,10.08,3.88",8,"8.92,10.93,8.72,11.28,6.63",13,"92.91,99.63,88.43,95.33,105.78",-10,-5,86100000000,GR3,8.99,"6.46,4.72,4.8,6.6,8.99",0.58,"6.46,4.72,4.8,6.6,8.99,0.55,0.49,0.4,0.7,0.58",False
하이텍팜,106190,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,주사제용 무균 원료의약품(Sterile Imipenem 외),2010-07-28,12월,김정수,http://www.htpharm.com,충청북도,106190,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=106190,"35.93,-42.63,-23.97,22.12,104.21",15,"1016.5,-96.01,-3335.9,19.63,197.69",11,"4.28,0.3,-12.67,-8.34,3.99",5,"-0.51,-1.23,-1.42,-3.17,-1.28",-15,"37.49,35.05,30.94,35.0,46.94",-15,1,71500000000,GR3,-57.63,"-228.65,-101.82,-72.21,-29.17,-57.63",0.74,"-228.65,-101.82,-72.21,-29.17,-57.63,1.17,1.26,1.03,0.94,0.74",False
하츠,066130,KOSDAQ,가정용 기기 제조업,"레인지후드, 빌트인 기기 등",2003-02-11,12월,김성식,http://www.haatz.com,경기도,066130,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=066130,"6.85,-8.36,20.9,-19.23,18.04",2,"-14.79,-46.56,-55.03,133.02,25.14",9,"9.79,5.71,2.12,6.13,6.5",15,"10.82,9.13,8.87,6.76,4.43",14,"20.19,20.3,24.49,40.54,39.2",-15,25,91500000000,GR3,19.25,"16.22,15.61,15.06,20.28,19.25",0.79,"16.22,15.61,15.06,20.28,19.25,1.59,1.31,1.22,1.26,0.79",False
한국가구,004590,KOSDAQ,생활용품 도매업,소파,1993-06-03,12월,최훈학,http://www.koreafurniture.co.kr,서울특별시,004590,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004590,"10.08,-2.63,30.43,-15.83,0.92",-2,"25.31,-14.33,27.79,-11.48,-0.94",-21,"17.78,15.64,15.33,16.12,15.82",10,"10.66,11.81,17.79,17.82,16.77",10,"32.22,31.81,29.99,33.3,29.7",-15,-18,84900000000,GR3,3.78,"10.37,7.96,4.42,5.51,3.78",0.61,"10.37,7.96,4.42,5.51,3.78,1.03,0.9,0.75,0.94,0.61",False
한국경제TV,039340,KOSDAQ,텔레비전 방송업,"광고수입, 협찬수입",2004-07-30,12월,조주현,http://www.wownet.co.kr,서울특별시,039340,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=039340,"-6.92,-5.72,-2.89,-12.33,-1.5",-45,"-12.56,1.06,-72.62,54.94,23.75",17,"25.47,27.3,7.7,13.6,17.09",9,"19.13,18.95,17.3,14.13,12.08",10,"23.98,22.31,23.1,28.61,19.42",-15,-24,141200000000,GR3,6.92,"7.24,6.11,6.7,7.85,6.92",0.75,"7.24,6.11,6.7,7.85,6.92,1.22,1.02,1.02,0.99,0.75",False
한국공항,005430,KOSPI,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",1976-12-28,12월,이승범,http://www.kas.co.kr,서울특별시,005430,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005430,"17.25,-1.08,8.95,-5.37,9.79",-8,"157.26,-104.48,1673.43,-274.76,137.97",9,"5.36,-0.24,3.5,-6.47,2.24",5,"-8.28,-5.43,1.16,2.0,1.56",3,"43.4,46.36,32.34,33.75,33.33",-15,-6,126100000000,GR3,27.84,"-6.34,-11.61,42.71,28.49,27.84",0.41,"-6.34,-11.61,42.71,28.49,27.84,0.52,0.62,0.46,0.53,0.41",False
한국기업평가,034950,KOSDAQ,기타 사업지원 서비스업,"신용평가, 컨설팅, 위험관리솔루션",2002-02-07,12월,김기범,http://www.korearatings.com,서울특별시,034950,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=034950,"76.79,-46.84,-5.66,12.48,78.59",11,"177.84,-72.94,-35.64,76.98,218.96",15,"49.9,25.4,17.33,27.27,48.7",6,"23.81,23.5,22.97,24.87,21.58",5,"38.62,34.82,33.78,63.15,39.54",-15,22,320100000000,GR2,16.0,"18.47,16.78,15.66,17.09,16.0",3.37,"18.47,16.78,15.66,17.09,16.0,4.03,3.61,3.42,4.14,3.37",False
한국단자,025540,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시,025540,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=025540,"0.98,-0.97,6.9,7.96,5.34",7,"-42.7,1.0,-44.83,-28.56,94.96",-7,"7.42,7.57,3.91,2.58,4.78",15,"10.26,9.79,7.83,5.35,5.12",14,"33.54,32.08,33.6,36.96,38.88",-15,14,691500000000,GR0,13.2,"13.31,10.16,12.63,15.1,13.2",0.66,"13.31,10.16,12.63,15.1,13.2,1.28,0.93,0.93,0.77,0.66",False
한국맥널티,222980,KOSDAQ,기타 식품 제조업,커피 및 의약품,2015-12-23,12월,이은정,http://www.mcnultykorea.co.kr,충청남도,222980,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=222980,"-0.89,46.51,-8.51,17.85,-1.88",-13,"-21.31,-63.72,232.32,49.99,-102.79",-3,"3.79,0.94,3.41,4.34,-0.12",10,"2.29,1.3,5.24,3.83,3.18",15,"80.38,121.69,109.94,118.08,111.17",5,14,86200000000,GR3,54.31,"136.67,192.61,37.57,57.19,54.31",1.67,"136.67,192.61,37.57,57.19,54.31,3.06,2.44,1.9,2.15,1.67",False
한국석유,004090,KOSPI,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대",1977-06-25,12월,"강승모,김득보(각자 대표이사)",http://www.koreapetroleum.com,서울특별시,004090,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004090,"26.12,-9.88,25.94,-2.71,15.68",4,"60.31,-59.48,130.97,-4.08,-8.81",-21,"3.19,1.44,2.63,2.6,2.05",15,"7.2,6.24,7.59,8.61,6.9",15,"126.68,122.34,122.26,135.22,135.83",10,23,155500000000,GR3,13.91,"19.65,19.08,12.64,16.29,13.91",0.9,"19.65,19.08,12.64,16.29,13.91,1.32,1.12,0.9,1.31,0.9",False
한국선재,025550,KOSDAQ,1차 철강 제조업,철강선재류,1995-06-19,12월,이제훈(단독대표),http://www.ehansun.co.kr,부산광역시,025550,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=025550,"23.69,-7.25,11.91,4.25,5.48",12,"163.78,-28.59,-57.3,53.31,79.44",15,"13.21,10.17,3.88,5.71,9.71",13,"8.6,11.88,12.09,19.68,15.14",11,"135.03,137.8,140.35,108.81,117.72",10,61,113300000000,GR3,6.44,"20.87,23.01,11.21,8.57,6.44",0.85,"20.87,23.01,11.21,8.57,6.44,1.58,2.35,1.18,1.42,0.85",False
한국수출포장,002200,KOSPI,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매",1974-06-28,12월,대표이사 회장 허용삼 대표이사 사장 허정훈(각자대표이사),http://www.keppack.co.kr,서울특별시,002200,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002200,"4.06,2.68,10.0,-4.5,7.11",-1,"-4.6,-47.82,-75.11,594.7,34.27",9,"9.56,4.86,1.1,7.99,10.02",14,"5.44,5.93,6.15,5.81,6.12",15,"24.01,24.17,26.01,24.1,24.26",-15,22,103200000000,GR3,5.56,"8.22,7.01,6.43,6.7,5.56",0.32,"8.22,7.01,6.43,6.7,5.56,0.42,0.39,0.37,0.36,0.32",False
한국쉘석유,002960,KOSPI,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,라머스 예룬 피터,http://www.shell.co.kr,부산광역시,002960,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002960,"7.68,-2.67,7.39,10.24,12.05",16,"-15.87,3.82,-2.95,14.0,3.85",3,"14.69,15.67,14.16,14.65,13.58",10,"26.31,24.91,27.97,31.71,29.96",5,"52.81,45.78,51.26,87.97,64.06",-15,19,330200000000,GR2,10.86,"15.31,14.61,11.52,11.42,10.86",3.17,"15.31,14.61,11.52,11.42,10.86,3.9,3.52,3.06,3.53,3.17",False
한국알콜,017890,KOSDAQ,기타 화학제품 제조업,주정,1992-08-04,12월,"지용석, 김정수, 유정림(각자대표)",http://www.ka.co.kr,경기도,017890,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=017890,"12.03,-3.68,12.2,1.81,-3.65",-9,"-13.58,-43.31,-11.79,28.83,-7.59",-21,"13.14,7.73,6.08,7.69,7.38",14,"13.92,12.12,11.58,9.89,8.86",12,"32.04,31.3,32.11,29.66,28.96",-15,-19,229000000000,GR2,5.37,"6.1,6.2,5.55,6.14,5.37",0.43,"6.1,6.2,5.55,6.14,5.37,0.76,0.68,0.58,0.55,0.43",False
한국앤컴퍼니,000240,KOSPI,기타 금융업,비금융지주회사,1968-12-27,12월,"조현범, 안종선(각자 대표이사)",http://www.hankook-technologygroup.com,경기도,000240,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=000240,"-2.37,5.43,2.92,7.47,14.41",16,"-11.62,11.44,-47.4,26.1,133.22",19,"25.75,27.22,13.91,16.32,33.27",7,"7.06,6.9,5.53,4.96,6.05",15,"8.68,8.29,9.26,11.72,9.52",-15,42,1229400000000,GR0,5.39,"7.79,6.1,7.52,7.8,5.39",0.32,"7.79,6.1,7.52,7.8,5.39,0.53,0.4,0.4,0.37,0.32",False
한국자산신탁,123890,KOSPI,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",2016-07-13,12월,김규철,http://www.kait.com,서울특별시,123890,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=123890,"-19.95,-4.75,-5.33,28.63,-4.23",-21,"-35.25,17.79,-19.63,37.63,-10.59",-11,"63.11,78.04,66.25,70.88,66.18",5,"17.45,16.45,14.38,13.28,13.85",10,"65.49,57.01,49.79,48.91,62.33",-15,-32,437000000000,GR1,4.53,"4.62,4.82,5.05,4.71,4.53",0.59,"4.62,4.82,5.05,4.71,4.53,0.75,0.74,0.68,0.59,0.59",False
한국전자금융,063570,KOSDAQ,기타 사업지원 서비스업,"ATM관리사업,CD-VAN사업",2006-07-14,12월,구자성,http://www.nicetcm.co.kr,서울특별시,063570,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=063570,"-9.72,12.73,10.16,-12.78,21.9",10,"59.72,8.19,46.69,-52.23,129.68",17,"5.96,5.71,7.61,4.17,7.85",15,"2.47,3.61,5.79,6.18,6.38",15,"203.03,199.85,193.54,211.61,198.24",5,62,169500000000,GR3,16.79,"66.04,33.75,20.2,20.28,16.79",0.91,"66.04,33.75,20.2,20.28,16.79,1.46,1.08,1.01,1.08,0.91",False
한국전자인증,041460,KOSDAQ,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공",2010-11-19,12월,신홍식,http://www.crosscert.com,서울특별시,041460,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=041460,"4.28,-3.44,13.99,-0.32,-3.84",-26,"124.5,21.29,28.31,-10.96,-61.11",-9,"15.22,19.13,21.53,19.23,7.78",10,"6.83,6.26,9.86,11.78,11.47",13,"42.25,41.44,41.34,44.73,47.28",-15,-27,110700000000,GR3,21.66,"76.16,83.4,52.89,36.47,21.66",2.32,"76.16,83.4,52.89,36.47,21.66,4.52,4.55,4.57,3.86,2.32",False
한국전자홀딩스,006200,KOSPI,기타 금융업,"시장조사,경영컨설팅",1979-11-30,12월,박 명 덕,http://www.kecholdings.co.kr,서울특별시,006200,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=006200,"11.27,5.05,10.29,-5.95,9.67",3,"302.02,22.18,-40.79,17.18,45.23",23,"14.95,17.39,9.34,11.63,15.41",11,"4.69,18.73,20.34,21.42,20.77",8,"90.05,81.99,49.61,44.39,45.7",-15,30,65900000000,GR3,2.38,"13.77,3.28,4.39,3.43,2.38",0.41,"13.77,3.28,4.39,3.43,2.38,0.59,0.52,0.75,0.62,0.41",False
한국정보공학,039740,KOSDAQ,기타 전문 도매업,"그룹웨어, 자료관리시스템",2000-07-06,12월,유용석,http://www.kies.co.kr,경기도,039740,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=039740,"86.21,-38.84,-15.81,-9.29,-20.88",-39,"1619.54,-11.51,-122.11,161.74,159.08",15,"3.08,4.46,-1.17,0.8,2.61",10,"-0.15,2.75,10.89,11.59,7.8",7,"150.78,105.5,79.23,80.35,57.15",-6,-13,32200000000,GR3,9.28,"-777.99,43.67,12.88,9.14,9.28",0.7,"-777.99,43.67,12.88,9.14,9.28,1.16,1.18,1.33,1.00,0.7",False
